record_id,Reference,,,,,,,
Twillman_2016,"Twillman, R. K., Gilson, A. M., & Duensing, K. N. (2016). State Policies Regulating the Practice of Pain Management: Statutes, Rules, and Guidelines That Shape Pain Care. Anesthesiol Clin, 34(2), 409–424. https://doi.org/10.1016/j.anclin.2016.01.010",,,,,,,
Tyndall_2002,"Tyndall, M. W., Bruneau, J., Brogly, S., Spittal, P., O’Shaughnessy, M. V., & Schechter, M. T. (2002). Satellite needle distribution among injection drug users: Policy and practice in two canadian cities. J Acquir Immune Defic Syndr, 31(1), 98–105. https://doi.org/10.1097/00126334-200209010-00013",,,,,,,
Unger_2014,"Unger, D. T. (2014). Minding Your Meds: Balancing the Needs for Patient Privacy and Law Enforcement in Prescription Drug Monitoring Programs. West Virginia Law Review, 117, 345–384.",,,,,,,
van Ameijden_2001,"van Ameijden, E. J., & Coutinho, R. A. (2001). Large decline in injecting drug use in Amsterdam, 1986-1998: Explanatory mechanisms and determinants of injecting transitions. Journal of Epidemiology & Community Health, 55(5), 356–363.",,,,,,,
vanBurskirk_2017,"Van Buskirk, J., Bruno, R., Dobbins, T., Breen, C., Burns, L., Naicker, S., Roxburgh, A., & a. (2017). The recovery of online drug markets following law enforcement and other disruptions. Drug and Alcohol Dependence, 173, 159–162.",,,,,,,
vandewalker_2008,"Vanderwalker, I. (2007). Taking the Baby before It’s Born: Termination of the Parental Rights of Women Who Use Illegal Drugs While Pregnant. New York University Review of Law & Social Change, 32, 423–464.",,,,,,,
van Ganse_2018,"Van Ganse, E., Belhassen, M., Ginoux, M., Chrétien, E., Cornu, C., Ecoffey, C., & Aubrun, F. (2018). Use of analgesics in France, following dextropropoxyphene withdrawal. BMC Health Services Research, 18(1), 231. https://doi.org/10.1186/s12913-018-3058-1",,,,,,,
Varisco_2017,"Varisco, T. J., Ogunsanya, M. E., Barner, J. C., & Fleming, M. L. (2017). Pharmacists’ perceptions regarding the impact of hydrocodone rescheduling on prescription volume, workflow management, and patient outcomes. J Am Pharm Assoc (2003), 57(2s), S51-s62. https://doi.org/10.1016/j.japh.2017.01.020",,,,,,,
vonaarburg_2004,"von Aarburg, H. P., & Stauffacher, M. (2004). From law enforcement to care: Changed benefits and harm of heroin use in Switzerland through a shift in drug policy. In T. Decorte & D. Korf (Eds.), European studies on Drugs and Drug Policy: Selected Readgins from the 14th International Conference of the European Society for Social Drug Research (ESSD) (pp. 21–47). VUB University Press.",,,,,,,
Vongchak_2005,"Vongchak, T., Kawichai, S., Sherman, S., Celentano, D. D., Sirisanthana, T., Latkin, C., Wiboonnatakul, K., Srirak, N., Jittiwutikarn, J., & Aramrattana, A. (2005). The influence of Thailand’s 2003 “war on drugs” policy on self-reported drug use among injection drug users in Chiang Mai, Thailand. International Journal of Drug Policy, 16(2), 115–121.",,,,,,,
von Korff_2016,"Von Korff, M., Dublin, S., Walker, R. L., Parchman, M., Shortreed, S. M., Hansen, R. N., & Saunders, K. (2016). The Impact of Opioid Risk Reduction Initiatives on High-Dose Opioid Prescribing for Patients on Chronic Opioid Therapy. Journal of Pain, 17(1), 101–110.",,,,,,,
von Korff_2017,"Von Korff, M., Walker, R. L., Saunders, K., Shortreed, S. M., Thakral, M., Parchman, M., Hansen, R. N., Ludman, E., Sherman, K. J., & Dublin, S. (2017). Prevalence of prescription opioid use disorder among chronic opioid therapy patients after health plan opioid dose and risk reduction initiatives. Int J Drug Policy, 46, 90–98. https://doi.org/10.1016/j.drugpo.2017.05.053",,,,,,,
von Korff_2019,"Von Korff, M., Saunders, K., Dublin, S., Walker, R. L., Thakral, M., Sherman, K. J., Ludman, E. J., Hansen, R. N., Parchman, M., & Shortreed, S. M. (2019). Impact of Chronic Opioid Therapy Risk Reduction Initiatives on Opioid Overdose. J Pain, 20(1), 108–117. https://doi.org/10.1016/j.jpain.2018.08.003",,,,,,,
Vosburg_2017,"Vosburg, S. K., Haynes, C., Besharat, A., & Green, J. L. (2017). Changes in drug use patterns reported on the web after the introduction of ADF OxyContin: Findings from the Researched Abuse, Diversion, and Addiction-Related Surveillance (RADARS) System Web Monitoring Program. Pharmacoepidemiol Drug Saf, 26(9), 1044–1052. https://doi.org/10.1002/pds.4248",,,,,,,
Vranken_2014,"Vranken, M. J., Lisman, J. A., Mantel-Teeuwisse, A. K., Junger, S., Scholten, W., Radbruch, L., Payne, S., & Schutjens, M. H. (2016). Barriers to access to opioid medicines: A review of national legislation and regulations of 11 central and eastern European countries. Lancet Oncology, 17(1), e13-22.",,,,,,,
Vranken_2016,"Vranken, M. J., Mantel-Teeuwisse, A. K., Junger, S., Radbruch, L., Lisman, J., Scholten, W., Payne, S., Lynch, T., & Schutjens, M. H. (2014). Legal barriers in accessing opioid medicines: Results of the ATOME quick scan of national legislation of eastern European countries. Journal of Pain & Symptom Management, 48(6), 1135–1144.",,,,,,,
Vranken_2017,"Vranken, M. J. M., Mantel-Teeuwisse, A. K., Junger, S., Radbruch, L., Scholten, W., Lisman, J. A., Subataite, M., & Schutjens, M. D. B. (2017). Barriers to access to opioid medicines for patients with opioid dependence: A review of legislation and regulations in eleven central and eastern European countries. Addiction, 112(6), 1069–1076.",,,,,,,
Vuong_2018,"Vuong, T., Ritter, A., Shanahan, M., Ali, R., Nguyen, N., Pham, K., Vuong, T. T. A., & Le, G. M. (2018). Outcomes of compulsory detention compared to community-based voluntary methadone maintenance treatment in Vietnam. Journal of Substance Abuse Treatment, 87, 9–15.",,,,,,,
Vyas_2018,"Vyas, M. B., LeBaron, V. T., & Gilson, A. M. (2018). The use of cannabis in response to the opioid crisis: A review of the literature. Nursing Outlook, 66(1), 56–65.",,,,,,,
Waal_2014,"Waal, H., Clausen, T., Gjersing, L., & Gossop, M. (2014). Open drug scenes: Responses of five European cities. BMC Public Health, 14, 853.",,,,,,,
Wade_2017,"Wade, R. L., Chen, C.-C., Ajita, P. D., & Howard, J. C. (2017). Impact of Oxycodone HCl Extended-release Formulary Restrictions on Extended-release Opioid Market Share, Healthcare Resource Utilization and Costs in Commercial and Medicare Plans. Methodology and Health Care Policy, 5(1), 75–88.",,,,,,,
Wakeland_2013,"Wakeland, W., Nielsen, A., Schmidt, T. D., McCarty, D., Webster, L. R., Fitzgerald, J., & Haddox, J. D. (2013). Modeling the impact of simulated educational interventions on the use and abuse of pharmaceutical opioids in the United States: A report on initial efforts. Health Educ Behav, 40(1 Suppl), 74s–86s. https://doi.org/10.1177/1090198113492767",,,,,,,
Wakeland_2015,"Wakeland, W., Nielsen, A., & Geissert, P. (2015). Dynamic model of nonmedical opioid use trajectories and potential policy interventions. American Journal of Drug & Alcohol Abuse, 41(6), 508–518.",,,,,,,
Waldrop_2017,"Waldrop, M. (2017). A Little less Regulation: Why Federal Pain Management Laws Are Hurting State Efforts to Combat the Opioid Epidemic Student Notes. Mitchell Hamline L. Rev., 43, 881–924.",,,,,,,
Walley_2013,"Walley, A. Y., Xuan, Z., Hackman, H. H., Quinn, E., Doe-Simkins, M., Sorensen-Alawad, A., Ruiz, S., & Ozonoff, A. (2013). Opioid overdose rates and implementation of overdose education and nasal naloxone distribution in Massachusetts: Interrupted time series analysis. BMJ, 346, f174. https://doi.org/10.1136/bmj.f174",,,,,,,
Wang_2019,"Wang, L. X. (2020). The complementarity of drug monitoring programs and health it for reducing opioid-related mortality and morbidity (SSRN Scholarly Paper ID 3176809). Social Science Research Network. https://papers.ssrn.com/abstract=3176809",,,,,,,
Wan_2016,"Wan, W. Y., Weatherburn, D., Wardlaw, G., Sarafidis, V., & Sara, G. (2016). Do drug seizures predict drug-related emergency department presentations or arrests for drug use and possession? Int J Drug Policy, 27, 74–81. https://doi.org/10.1016/j.drugpo.2015.09.012",,,,,,,
Warren_2018,"Warren, J. A. (2018). Defining the Opioid Crisis and the Limited Role of the Criminal Justice System Resolving It. The University of Memphis Law Review, 48(4), 1205–1298.",,,,,,,
Weber_2010,"Weber, E. M. (2010). Failure of Physicians to Prescribe Pharmacotherapies for Addiction: Regulatory Restrictions and Physician Resistance Symposium: Obstacles to the Development and Use of Pharmacotherapies for Addiction. Journal of Health Care Law & Policy, 13, 49–76.",,,,,,,
Web_2016,"Werb, D., Kamarulzaman, A., Meacham, M. C., Rafful, C., Fischer, B., Strathdee, S. A., & Wood, E. (2016). The effectiveness of compulsory drug treatment: A systematic review. Int J Drug Policy, 28, 1–9. https://doi.org/10.1016/j.drugpo.2015.12.005",,,,,,,
Wegman_2017,"Wegman, M. P., Altice, F. L., Kaur, S., Rajandaran, V., Osornprasop, S., Wilson, D., Wilson, D. P., & Kamarulzaman, A. (2017). Relapse to opioid use in opioid-dependent individuals released from compulsory drug detention centres compared with those from voluntary methadone treatment centres in Malaysia: A two-arm, prospective observational study. Lancet Glob Health, 5(2), e198–e207. https://doi.org/10.1016/s2214-109x(16)30303-5",,,,,,,
Weimer_2016,"Weimer, M. B., Hartung, D. M., Ahmed, S., & Nicolaidis, C. (2016). A chronic opioid therapy dose reduction policy in primary care. Substance Abuse, 37(1), 141–147.",,,,,,,
Weiner_2017,"Weiner, S. G., Baker, O., Poon, S. J., Rodgers, A. F., Garner, C., Nelson, L. S., & Schuur, J. D. (2017). The Effect of Opioid Prescribing Guidelines on Prescriptions by Emergency Physicians in Ohio. Annals of Emergency Medicine, 70(6), 799-808.e1.",,,,,,,
Weisberg_2016,"Weisberg, A. J., V, & ervort, F. E. (2015). A Liberal Dilemma: Respecting Autonomy While Also Protecting Inchoate Children from Prenatal Substance Abuse Symposium: The Liberal Dilemma in Child Welfare Reform. William & Mary Bill of Rights Journal, 24, 659–708.",,,,,,,
Wen_2013,"Wen, H., Cummings, J. R., Hockenberry, J. M., Gaydos, L. M., & Druss, B. G. (2013). State parity laws and access to treatment for substance use disorder in the United States: Implications for federal parity legislation. JAMA Psychiatry, 70(12), 1355–1362. https://doi.org/10.1001/jamapsychiatry.2013.2169",,,,,,,
Wen_2015,"Wen, H., Hockenberry, J. M., & Cummings, J. R. (2015). The effect of medical marijuana laws on adolescent and adult use of marijuana, alcohol, and other substances. J Health Econ, 42, 64–80. https://doi.org/10.1016/j.jhealeco.2015.03.007",,,,,,,
Wen_2017,"Wen, H., Hockenberry, J. M., Borders, T. F., & Druss, B. G. (2017). Impact of medicaid expansion on medicaid-covered utilization of buprenorphine for opioid use disorder treatment. Medical Care, 55(4), 336–341.",,,,,,,
Wen_2017a,"Wen H., Schackman, B. R., Aden, B., on, & Yuhua, B. (2017). States With Prescription Drug Monitoring Mandates Saw A Reduction In Opioids Prescribed To Medicaid Enrollees. Health Affairs, 36(4), 733–741.",,,,,,,
Wen_2018,"Wen, H., & Hockenberry, J. M. (2018). Association of Medical and Adult-Use Marijuana Laws With Opioid Prescribing for Medicaid Enrollees. JAMA Internal Medicine, 2, 02.",,,,,,,
Wen_2019,"Wen, Hefei, Hockenberry, J. M., Jeng, P. J., & Bao, Y. (2019). Prescription Drug Monitoring Program Mandates: Impact On Opioid Prescribing And Related Hospital Use. Health Affairs, 38(9), 1550–1556. https://doi.org/10.1377/hlthaff.2019.00103",,,,,,,
Werb_2013,"Werb, D. A. N. (2013). Heroin Prescription, HIV, and Drug Policy: Emerging Regulatory Frameworks. Oregon Law Review, 91(4), 1213–1225.",,,,,,,
Westanmo_2015,"Westanmo, A., Marshall, P., Jones, E., Burns, K., & Krebs, E. E. (2015). Opioid Dose Reduction in a VA Health Care System—Implementation of a Primary Care Population-Level Initiative. Pain Med, 16(5), 1019–1026. https://doi.org/10.1111/pme.12699",,,,,,,
Wettstein_2019,"Wettstein, G. (2019). Health insurance and opioid deaths: Evidence from the Affordable Care Act young adult provision. Health Economics, 28(5), 666–677. https://doi.org/10.1002/hec.3872",,,,,,,
Whitelaw_2017,"Whitelaw, M. (2017). A Path to Peace in the U.S. Drug War: Why California Should Implement the Portuguese Model for Drug Decriminalization. Loyola of Los Angeles International and Comparative Law Review, 81, 81–113.",,,,,,,
Whitmore_2019,"Whitmore, C. C., White, M. N., Buntin, M. B., Fry, C. E., Calamari, K., & Patrick, S. W. (2019). State laws and policies to reduce opioid-related harm: A qualitative assessment of PDMPs and naloxone programs in ten U.S. States. Prev Med Rep, 13, 249–255. https://doi.org/10.1016/j.pmedr.2018.12.014",,,,,,,
Wickramatilake_2017,"Wickramatilake, S., Zur, J., Mulvaney-Day, N., Klimo, M. C., Selmi, E., & Harwood, H. (2017). How States Are Tackling the Opioid Crisis. Public Health Reports, 132(2), 171–179.",,,,,,,
Williams_2014,"Williams, A. R., Cohen, S., & Ford, E. B. (2014). Statutory definitions of mental illness for involuntary hospitalization as related to substance use disorders. Psychiatr Serv, 65(5), 634–640. https://doi.org/10.1176/appi.ps.201300175",,,,,,,
Wilson_2006,"Wilson, D. B., Mitchell, O., & MacKenzie, D. L. (2006). A systematic review of drug court effects on recidivism. Journal of Experimental Criminology, 2(4), 459–487. https://doi.org/10.1007/s11292-006-9019-4",,,,,,,
Wilson_2018,"Wilson, M. N., Hayden, J. A., Rhodes, E., Robinson, A., & Asbridge, M. (2019). Effectiveness of Prescription Monitoring Programs in Reducing Opioid Prescribing, Dispensing, and Use Outcomes: A Systematic Review. J Pain. https://doi.org/10.1016/j.jpain.2019.04.007",,,,,,,
Wilson_2019,"Wilson, T. M. (2018). LEAD the Way: Using Local Communities as Legal Laboratories to Combat Drug Addiction Commentaries. J. Legal Med., 38, 163–176.",,,,,,,
Winstanley_2018,"Winstanley, E. L., Zhang, Y., Mashni, R., Schnee, S., Penm, J., Boone, J., McNamee, C., & MacKinnon, N. J. (2018). Mandatory review of a prescription drug monitoring program and impact on opioid and benzodiazepine dispensing. Drug Alcohol Depend, 188, 169–174. https://doi.org/10.1016/j.drugalcdep.2018.03.036",,,,,,,
Wittouck_2013,"Wittouck, C., Dekkers, A., De Ruyver, B., Vanderplasschen, W., & Vander Laenen, F. (2013). The Impact of Drug Treatment Courts on Recovery: A Systematic Review. The Scientific World Journal, 2013, 12. https://doi.org/10.1155/2013/493679",,,,,,,
Wong_2019,"Wong, S. W., & Lin, H. C. (2019). Medical marijuana legalization and associated illicit drug use and prescription medication misuse among adolescents in the U.S. Addict Behav, 90, 48–54. https://doi.org/10.1016/j.addbeh.2018.10.017",,,,,,,
Woodworth_2013,"Woodworth, E. (2013). Pharmageddon: A Statutory Solution to Curb Ohio’s Prescription Abuse Problem Note. J.L. & Health, 26, 103–142.",,,,,,,
Wood_2003,"Wood, E., Tyndall, M. W., Spittal, P. M., Li, K., Anis, A. H., Hogg, R. S., Montaner, J. S. G., O’Shaughnessy, M. V., & Schechter, M. T. (2003). Impact of supply-side policies for control of illicit drugs in the face of the AIDS and overdose epidemics: Investigation of a massive heroin seizure. Cmaj, 168(2), 165–169.",,,,,,,
Wood_2004,"Wood, E., Spittal, P. M., Small, W., Kerr, T., Li, K., Hogg, R. S., Tyndall, M. W., Montaner, J. S. G., & Schechter, M. T. (2004). Displacement of Canada’s largest public illicit drug market in response to a police crackdown. Cmaj, 170(10), 1551–1556.",,,,,,,
Wood_2004_2,"Wood, E., Kerr, T., Small, W., Li, K., Marsh, D. C., Montaner, J. S., & Tyndall, M. W. (2004). Changes in public order after the opening of a medically supervised safer injecting facility for illicit injection drug users. Cmaj, 171(7), 731–734. https://doi.org/10.1503/cmaj.1040774",,,,,,,
Wood_2006,"Wood, E., Tyndall, M. W., Lai, C., Montaner, J. S., & Kerr, T. (2006). Impact of a medically supervised safer injecting facility on drug dealing and other drug-related crime. Subst Abuse Treat Prev Policy, 1, 13. https://doi.org/10.1186/1747-597x-1-13",,,,,,,
Worrall_2009,"Worrall, J. L., Hiromoto, S., Merritt, N., Du, D., Jacobson, J. O., & Iguchi, M. Y. (2009). Crime trends and the effect of mandated drug treatment: Evidence from California’s Substance Abuse and Crime Prevention Act. Journal of Criminal Justice, 37(2), 109–113. https://doi.org/10.1016/j.jcrimjus.2009.02.010",,,,,,,
Wright_2017,"Wright, E. R., Kooreman, H. E., & Greene, M. S. (2017). The Early Impact of the Indiana Scheduled Prescription Electronic Collection and Tracking (INSPECT) Program: A Potentially Effective Policy Tool for Reducing Prescription Drug Abuse. Indiana Health Law Review, 14, 112–128.",,,,,,,
